source	symbol	field	go_type	class	kizu_type	source_owner	cleanup	evidence
internal/parser/parser.go	parseStaticParamList	tokens / return	token.Token / []ast.StaticParam	borrowed token literals are copied into Ast Text; parsed type graphs move through Builder into the caller Ast type table; the returned owner stores only copy handles	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !?std::array::Array<compiler::internal::ast::StaticParam>	compiler::internal::ast::Ast for names / compiler::internal::ast::Ast.types for types / caller for returned Array	Array.deinit on syntax or allocation failure and by caller on success; Ast.deinit releases retained values; Parser.deinit for diagnostics	internal/parser/parser.go:1632-1665; compiler/src/internal/ast/ast.kizu StaticParam
internal/parser/parser.go	parseStaticParamList duplicate set	token literal keys / seen	map[string]bool	the token literal is borrowed only inside contains or insert; insert copies key bytes into owned map storage before later Parser and Ast mutation	std::map::Map<[]u8, bool> / &compiler::internal::token::Token	parseStaticParamList for map and copied keys / compiler::internal::parser::Parser token arena for scoped input view	Map.deinit releases copied keys at function exit; Parser.deinit later releases token Strings	internal/parser/parser.go:1635-1648; docs/std/map.md owned key copy
internal/parser/parser.go	parseGenericParamList	static params / return	[]ast.StaticParam / []string	the temporary StaticParam Array is owned locally; returned Text handles copy identities retained by Ast; a rejected value parameter appends directly into one owned diagnostic message	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !?std::array::Array<compiler::internal::ast::Text>	compiler::internal::ast::Ast for Text values / caller for returned Array / diagnostic builder for rejected-parameter message	callee deinitializes the temporary StaticParam Array; the message errdefer releases partial output and record_error consumes success; caller deinitializes the returned Array; Ast.deinit releases retained values	internal/parser/parser.go:1619-1630; internal/ast/ast.go:125-143; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu
internal/parser/parser.go	parseTypeExpr	tokens / temporary spelling / return	token.Token / string / ast.Expression	type graphs finish into the caller Ast type table; the rendered String moves into Ast Text before the expression handle is returned	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Expression	compiler::internal::ast::Ast.types for parsed graph / compiler::internal::ast::Ast for Text and expression node	Builder cleanup follows parseStaticTypeArg; Ast.deinit releases retained values; Parser.deinit for tokens and diagnostics	internal/parser/parser.go:1417-1430; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu TypeExpr
internal/parser/parser.go	parseFieldExpr	receiver graph / tokens / return	ast.Expression / token.Token / ast.Expression	receiver is a copy handle into caller Ast; field literal is copied into Ast Text, while dereference and malformed field nodes retain no token view	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / compiler::internal::ast::Expression / !compiler::internal::ast::Expression	compiler::internal::ast::Ast for receiver, Text, and returned node	Ast.deinit releases graph and copied or empty Text; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:1905-1919; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu FieldExpr and DerefExpr
internal/parser/parser.go	parseTypeApplyExpr	callee graph / temporary spelling / return	ast.Expression / string / ast.Expression	callee is a copy handle; parsed type graphs finish into caller Ast type table and the joined argument String moves into Ast Text before node retention	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / compiler::internal::ast::Expression / !compiler::internal::ast::Expression	compiler::internal::ast::Ast for callee, Text, and returned node / compiler::internal::ast::Ast.types for parsed graphs	parseTypeArgList releases temporary arguments; Ast.deinit releases retained values; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:1828-1838; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu TypeApplyExpr
internal/typ/typ.go	closed Type assertion	input graph / root / child	typ.Type interface / concrete node pointer	root_node returns a shared Node borrow rooted in Table; child_type combines a copied child edge with its parent's tree identity	compiler::internal::typ::root_node(&Table, Type) -> &Node / compiler::internal::typ::child_type(Type, arena::Handle<Node>)	compiler::internal::typ::Table for root graph	none for copy handles; root borrow follows its local or return use; Table.deinit releases graph	internal/parser/parser.go:1364-1374; internal/typ/typ.go closed Type implementations
internal/parser/parser.go	parseBufferLiteralExpr	type graph / rendered diagnostics / return	typ.Type / string / ast.Expression	parsed type graph stays in caller Ast type table; temporary render Strings are released after diagnostic copy; result or error Text and node stay in Ast	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Expression	compiler::internal::ast::Ast.types for parsed type / compiler::internal::ast::Ast for returned node and error Text	callee releases render Strings; Ast.deinit releases retained values; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:1355-1379; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu BufferLiteralExpr
internal/parser/parser.go	namespaceExprParts	expression graph / return	ast.Expression / []string	recursion borrows nodes from the caller Ast and appends copy Text handles into caller-owned temporary storage	&compiler::internal::ast::Ast / compiler::internal::ast::Expression / &var std::array::Array<compiler::internal::ast::Text> / !bool	compiler::internal::ast::Ast for nodes and text / caller for temporary Array	caller deinitializes temporary Array; Ast.deinit releases nodes and text	internal/parser/parser.go:1870-1887; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu Text and Expression
internal/parser/parser.go	structLiteralTypeName	namespace parts / return	[]string / string	temporary Text handles borrow identities from Ast; the joined spelling is a new owned String returned only for valid struct literal targets	&compiler::internal::parser::Parser / Allocator / &compiler::internal::ast::Ast / compiler::internal::ast::Expression / !?std::string::String	compiler::internal::ast::Ast for source parts / caller for returned String	callee deinitializes temporary handle Array; caller deinitializes or moves the returned String	internal/parser/parser.go:1858-1887; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu StructLiteralExpr
internal/parser/parser.go	startsUpper	input string	string	borrows retained Ast text bytes only for the comparison	&compiler::internal::ast::Ast / compiler::internal::ast::Text / bool	compiler::internal::ast::Ast	borrow ends with helper call; Ast.deinit later releases text	internal/parser/parser.go:2012-2015; compiler/src/internal/parser/parser.kizu; compiler/src/internal/ast/ast.kizu Text
internal/parser/parser.go	parseImportDecl	path tokens / return	[]string / ast.Decl	token literal views are copied into Ast Text once; the callee-owned Text handle buffer moves into the retained ImportDecl on success or syntax recovery	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Declaration	callee for path buffer before move / compiler::internal::ast::Ast for retained Text and for path buffer and declaration node after move	errdefer releases the path buffer on allocation or scan failure before move; Ast.deinit releases retained text and moved node storage; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:101-117; compiler/src/internal/ast/ast.kizu ImportDecl
internal/parser/parser.go	parseReturnClause	return type graph / declaration field	typ.Type / *ast.FunctionDecl	parsed type nodes finish into the caller Ast type table and the optional copy Type handle replaces the caller-owned FunctionSignature field, including null on syntax failure	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / &var compiler::internal::ast::FunctionSignature / !bool	compiler::internal::typ::Builder before finish / compiler::internal::ast::Ast.types after finish / caller for FunctionSignature	explicit Builder.deinit or errdefer releases a partial graph on syntax or allocation failure; Ast.deinit releases a finished graph; token advance allocation failure is terminal and Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:360-368; compiler/src/internal/ast/ast.kizu FunctionSignature
internal/parser/parser.go	parseParams	name tokens / type graphs / return	[]ast.Param	token name bytes copy into Ast Text only after the parameter type succeeds; type graphs finish into the caller Ast type table; the callee-owned Param buffer returns partial syntax recovery or the complete list	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !std::array::Array<compiler::internal::ast::Param>	callee then caller for Param Array / compiler::internal::ast::Ast for Text / compiler::internal::typ::Builder then Ast.types for type graphs	errdefer releases Param buffer on allocation or scan failure; caller releases returned buffer; Builder handles partial graph cleanup; Ast.deinit releases retained values; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:622-672; compiler/src/internal/ast/ast.kizu Param
internal/parser/parser.go	parseReceiver	parameter buffer / function field	[]ast.Param / *ast.FunctionDecl	parseParams returns a callee-owned temporary; exactly one receiver buffer returns as Some so the later function parser can construct FunctionSignature once, while syntax and count failures return null	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !?std::array::Array<compiler::internal::ast::Param>	callee before success / caller after Some capture / Ast for retained values	errdefer releases temporary buffer on allocation failure; explicit deinit releases it on syntax or count failure; caller releases or moves the Some buffer; Ast and Parser cleanup release retained storage	internal/parser/parser.go:374-389; compiler/src/internal/ast/ast.kizu FunctionSignature
internal/parser/parser.go	parseImplDecl	contract/type token text / return	string / ast.Decl	callee-owned Strings hold empty or retained partial names until both move once into Ast Text and the retained ImplDecl node on every syntax return	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Declaration	callee before node construction / compiler::internal::ast::Ast after move	errdefer releases local names and diagnostic builders on allocation failure; Ast.deinit releases names and node after move; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:330-355; compiler/src/internal/ast/ast.kizu ImplDecl
internal/parser/parser.go	commentText	comment lines / return	[]string / string	line Strings stay borrowed from the Token owned by Parser.tokens; string::join copies them into one independent owner, and trim_space_in_place takes only a temporary exclusive borrow of that owner	&compiler::internal::parser::Parser / &std::array::Array<std::string::String> / !std::string::String	compiler::internal::token::Token for lines / caller for return	join_length returns InvalidLength before output construction; reserve or append OOM releases partial output through errdefer; trim is allocation-free and infallible; caller deinitializes or moves the returned String; Parser.deinit releases token comment lines	internal/parser/parser.go:48-52; internal/token/token.go:85-95; internal/lexer/lexer.go:92-99; compiler/src/internal/parser/parser.kizu; compiler/src/internal/token/token.kizu:88; lib/kizu/std/src/string/string.kizu:41-115
internal/parser/parser.go	functionStub	docs / return	string / *ast.FunctionDecl	docs moves into one Ast-owned Text; empty name and extern ABI each receive distinct Ast-owned String storage; signature arrays stay in the returned mutable declaration until a later parser path moves it into Ast	&compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / std::string::String / compiler::internal::ast::FunctionDecl	compiler::internal::ast::Ast for text / caller for FunctionDecl and its arrays before the final move	caller deinitializes an abandoned owner or moves it once into Ast; Ast.deinit releases retained text and the declaration after that move	internal/parser/parser.go:177-185; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu; compiler/src/internal/ast/ast.kizu FunctionSignature, FunctionDecl
internal/parser/parser.go	startsErrorSetDecl	current literal / peek / return	token.Token / bool	current token literal is borrowed only for one byte comparison; peek decision is copied from the parser-owned token stream	&compiler::internal::parser::Parser / bool	compiler::internal::parser::Parser token arena	none; borrow ends before return and Parser.deinit later releases token Strings	internal/parser/parser.go:501-504; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseNameList / tagDocsOrNil	name and doc tokens / return	[]string / map[string]string	name and non-empty doc bytes copy once into Ast Text; the returned Array holds copy Text handles; the Map copies each name key and holds copy doc handles; an empty Map is deinitialized and represented as null	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / []u8 / !NameList	compiler::internal::ast::Ast for text / returned NameList then declaration for Array and optional Map / Map for copied keys	errdefer releases Array and Map storage on allocation failure; syntax recovery returns partial owners; Ast.deinit releases retained text and, after the final move, the containers; Parser.deinit releases token Strings	internal/parser/parser.go:528-555; docs/std/map.md owned key copy; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseEnumDecl / parseEnumDeclWithDoc	doc/name tokens / name-list owners / return	string / []string / map[string]string / ast.Decl	commentText returns an owned doc String that moves into Ast Text; name and list text copy from parser tokens; the completed or partial NameList moves exactly once into the retained EnumDecl	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for text and retained EnumDecl, including its Array and optional Map	allocation failure leaves already-retained text for Ast.deinit and releases unretained list storage through parseNameList; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:467-484; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseErrorSetDecl / parseErrorSetDeclWithDoc	doc/name tokens / name-list owners / return	string / []string / map[string]string / ast.Decl	commentText returns an owned doc String that moves into Ast Text; name and list text copy from parser tokens; the completed or partial NameList moves exactly once into the retained ErrorSetDecl	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for text and retained ErrorSetDecl, including its Array and optional Map	allocation failure leaves already-retained text for Ast.deinit and releases unretained list storage through parseNameList; Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:506-523; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseUnionDecl / parseUnionDeclWithDoc	doc/name tokens / type parameter and variant lists / return	string / []string / []ast.UnionVariant / ast.Decl	doc and name move or copy into Ast Text; parseGenericParamList returns one owned Array of Ast Text handles and may finish a value-parameter type before rejecting it; parseUnionVariants returns one owned Array whose optional payload handles refer into the Ast type table; each completed or partial list moves once into UnionDecl	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for text and retained UnionDecl / compiler::internal::ast::Ast.types for parsed type graphs, including payloads and rejected generic value types / declaration for Array buffers	type-parameter and variant arrays use errdefer while later parsing can fail; syntax recovery moves partial arrays into Ast; orphan text and parsed type graphs remain arena-owned; Ast and Parser deinit release their respective storage	internal/parser/parser.go:558-581; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseUnionVariants / parseUnionVariant	variant tokens and docs / payload type / return	string / typ.Type / []ast.UnionVariant	doc and name text are retained by Ast before a copy handle enters a variant; payload handles are retained by the Ast type table; the local variant Array becomes caller-owned on every success or syntax-recovery return	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !std::array::Array<compiler::internal::ast::UnionVariant>	compiler::internal::ast::Ast for text / compiler::internal::ast::Ast.types for payloads / callee then caller and declaration for Array buffer	errdefer releases the variant Array on allocation failure; malformed current variants return the accumulated Array without appending; discarded variant text or completed payload types remain arena-owned and are reclaimed by Ast; Parser.deinit releases token docs	internal/parser/parser.go:583-619; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseStructDecl / parseStructDeclWithDoc	doc/name tokens, name span / type parameter and field lists / return	string / ast.Span / []string / []ast.Field / *ast.StructDecl	doc and name move or copy into Ast Text; the name span copies source identity and positions; type-parameter and field Arrays remain owned by the returned mutable StructDecl until the ordinary parser or a public/unsafe wrapper moves that value once into Ast; parsed field and rejected generic value types refer into the Ast type table	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / std::string::String / compiler::internal::ast::Span / !compiler::internal::ast::StructDecl or !compiler::internal::ast::Declaration	compiler::internal::parser::Parser token arena and compiler source map for the copied span / compiler::internal::ast::Ast for text and after final move the declaration Arrays / caller for the mutable StructDecl before that move / compiler::internal::ast::Ast.types for parsed type graphs	type-parameter Arrays use errdefer across closing-token and body parsing; parseStructFields errdefer releases its Field Array on error; syntax recovery returns a complete owner with partial or empty Arrays; Span needs no cleanup; orphan text and parsed type graphs remain arena-owned; caller moves or deinitializes the mutable declaration exactly once	internal/parser/parser.go:390-416; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseStructFields / parseStructField	field tokens and docs / field type / return	string / typ.Type / []ast.Field	doc text is retained by Ast before validation; name text is copied only after the field type succeeds; the optional field handle values append into one callee-owned Array that becomes caller- and then declaration-owned; borrow, mutable-borrow, and public flags are copies	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !std::array::Array<compiler::internal::ast::Field>	compiler::internal::ast::Ast for text / compiler::internal::ast::Ast.types for field types / callee then caller and declaration for the Field Array	errdefer releases the Field Array on allocation or scan failure; syntax failure returns the accumulated Array without appending the invalid field; invalid field docs can remain orphan Ast text, while partial type builders clean locally and finished graphs remain Ast.types-owned; Parser deinit releases token docs	internal/parser/parser.go:417-464; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseVariantCapture	capture tokens / return	[]string / bool	valid absence returns Some empty Array; one or two token literals stay borrowed until the closing pipe succeeds, then copy into Ast Text and append as copy handles; null replaces Go false for malformed syntax	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !?std::array::Array<compiler::internal::ast::Text>	compiler::internal::parser::Parser token arena before validation / compiler::internal::ast::Ast for copied text / caller for returned Array	no owner is created before syntax validation; each non-empty Array uses errdefer on allocation failure; text retained before a later append failure remains Ast-owned; caller deinitializes or moves the Array, Ast.deinit releases text, and Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:1041-1062; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	finishExprStmt	expression / return	ast.Expression / ast.Statement	the input Expression is a copy handle already retained by Ast; the returned ExprStmt copies it into a newly retained Statement and records only the semicolon flag	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / compiler::internal::ast::Expression / !compiler::internal::ast::Statement	compiler::internal::ast::Ast for expression and statement nodes	no local owner exists; token advance or diagnostic allocation failure leaves the input expression Ast-owned and adds no statement; Ast.deinit releases nodes and Parser.deinit releases tokens and diagnostics	internal/parser/parser.go:714-727; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseFunctionSignatureAfterFn	name and parameter tokens / type graphs / mutable signature	string / []ast.StaticParam / []ast.Param / *ast.FunctionDecl	token bytes copy into Ast Text and type graphs finish into the caller Ast type table; temporary receiver, static-parameter, and parameter Arrays supply copy handles that append into the caller-owned FunctionSignature Arrays while every syntax return preserves the fields parsed so far	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / &var compiler::internal::ast::FunctionSignature / !bool	compiler::internal::ast::Ast for Text / compiler::internal::ast::Ast.types for type graphs / caller for FunctionSignature and its Arrays	temporary Arrays deinitialize after their handles are copied; append failure leaves copied handles in the caller-owned signature and orphan retained text or finished types in their arenas; the caller deinitializes an abandoned FunctionDecl or moves it into Ast; Ast and Parser release retained storage	internal/parser/parser.go:264-286; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseContractDecl / parseContractMethods	contract name / method declarations / return	string / []*ast.FunctionDecl / ast.Decl	contract and method names copy into Ast Text; one locally owned FunctionDecl moves into the methods Array after each signature attempt, including partial syntax recovery, and the methods owner moves once into the retained ContractDecl; a receiver-bearing method is destroyed without entering the list	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !std::array::Array<compiler::internal::ast::FunctionDecl> / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for Text and retained ContractDecl / compiler::internal::ast::Ast.types for method types / callee then ContractDecl for methods Array	errdefer releases a method when append fails and recursively releases the accumulated methods Array on allocation failure; receiver rejection explicitly deinitializes its method; syntax recovery moves partial owners into Ast; Ast and Parser release their retained storage	internal/parser/parser.go:289-325; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseExternDecl / parseExternDeclWithDoc	doc and ABI tokens / partial signature / return	string / *ast.FunctionDecl / ast.Decl	doc text moves and ABI bytes copy into Ast Text; one mutable FunctionDecl owns its signature Arrays until every complete or syntax-recovery path moves it once into the Ast, while the shared signature parser preserves fields parsed before failure	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / std::string::String / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for doc, ABI, signature text, and the retained FunctionDecl / compiler::internal::ast::Ast.types for signature types / callee for FunctionDecl before its final move	errdefer recursively releases the local FunctionDecl Arrays on allocation failure; text already retained before later failure remains arena-owned; syntax recovery moves the partial declaration into Ast; Ast and Parser release their retained storage	internal/parser/parser.go:208-223; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	errorExpectedDeclaration	current token / formatted message / diagnostic	token.Token / string / Diagnostic	current token text stays borrowed while one owned message is built; recordError copies message bytes and current span into one Diagnostic that moves into the Parser store without advancing the cursor	&var compiler::internal::parser::Parser / !void	compiler::internal::parser::Parser for token arena and retained Diagnostic / callee for temporary message before diagnostic copy	unexpectedTokenMessage releases a partial message on formatting failure; recordError always releases the completed message, releases an unappended Diagnostic on allocation failure, and Parser.deinit releases appended diagnostics and token text	internal/parser/parser.go:1968-1974; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	ParseProgram / parseTopLevelDeclaration	declaration list / retained declaration graph / return	[]ast.Decl / *ast.Program	declaration nodes move into the caller Ast as they parse; each copy Declaration handle appends to one Program-owned Array, while invalid identifier-led input records a diagnostic and appends no handle	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !compiler::internal::ast::Program	compiler::internal::ast::Ast for nodes, text, and type handles / callee then caller for Program Array	Program errdefer releases its Array on parse, append, or token-advance failure; the caller deinitializes the returned Program; Ast and Parser deinit their retained arenas	internal/parser/parser.go:55-97; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parsePublicDecl / parseTopLevelDeclWithDoc / setPublicDecl	doc text / declaration visibility / return	string / ast.Decl	one normalized doc String stays locally owned across token advance, then moves into the selected declaration path; public is passed as a copy flag before Kizu retains a closed-union node, rather than mutating a matched payload after retention	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / std::string::String / !compiler::internal::ast::Declaration	callee for doc before dispatch / compiler::internal::ast::Ast after leaf retention	errdefer releases docs when token advance, diagnostic construction, or dispatch fails; contract explicitly releases docs because ContractDecl has no doc field; every other success moves docs exactly once into Ast	internal/parser/parser.go:119-176; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseFunctionDecl / parseFunctionAfterFn / parseUnsafeDecl	doc text / mutable partial declaration / body / return	string / *ast.FunctionDecl / ast.Decl	doc text moves into Ast first; one FunctionDecl owns its signature Arrays until complete or partial recovery moves it into Ast, and an optional body is a copy handle already retained by Ast; unsafe/public flags are copies set before that move	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / compiler::internal::ast::FunctionDecl / !compiler::internal::ast::Declaration	compiler::internal::ast::Ast for text, body, and final declaration / callee for FunctionDecl before final move	FunctionDecl errdefer recursively releases its Arrays on signature, body, or token-advance allocation failure; docs has errdefer until the selected unsafe branch consumes it; every recovery return moves one valid partial owner into Ast	internal/parser/parser.go:185-207,226-262; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/parser/parser.go	parseIdentLedDecl / parseTestDecl	test name / optional body / return	string / *ast.TestDecl / []ast.Decl	the test name copies from the parser token arena into Ast Text and the body is a copy Block handle retained by Ast; identifier-led dispatch returns an optional copy declaration handle so non-declaration identifiers add no Program entry	&var compiler::internal::parser::Parser / &var compiler::internal::ast::Ast / !?compiler::internal::ast::Declaration	compiler::internal::ast::Ast for name, body, and TestDecl / caller Program for a returned handle	Ast owns every retained partial or complete test node; syntax recovery uses empty retained text or a null body; propagated allocation failure needs no local owner cleanup, and Ast, Parser, and Program release their own storage	internal/parser/parser.go:236-249,486-500; compiler/src/internal/parser/parser.kizu; compiler/src/internal/parser/parser_test.kizu
internal/stdmeta/stdmeta.go	Form / Shape / Lookup / Predicate / VariantForm	form spelling / static registry / return	string / map[Form]Shape / value copies	Kizu separates named string identity into a copy enum and static spelling view; lookup borrows the caller name and returns a copy Shape without constructing a hidden global Map	[]u8 / compiler::internal::stdmeta::Form / compiler::internal::stdmeta::Shape	static program data for spellings and entries / caller for borrowed name	no cleanup	internal/stdmeta/stdmeta.go:18-157; compiler/src/internal/stdmeta/stdmeta.kizu:10-127,316-429; compiler/src/internal/stdmeta/stdmeta_test.kizu
internal/stdmeta/stdmeta.go	ElementType / ResolveElementTypeForms	validated container graph / borrowed child graph / recursively projected spelling	typ.Type / (typ.Type, bool) / string	ElementType returns only a child pointer into the caller-owned Go parse graph; Kizu makes that result an optional copy Type handle into the borrowed source Table and the Checker retains it in its own TypeTable. Where AST ownership discovery or union metadata needs canonical text, Kizu resolve_element_type_forms borrows the source graph, rewrites it into one local destination Table through fold_names_into, projects valid closed forms, preserves invalid or type-parameter-dependent Map forms, and returns an independent owned String.	&compiler::internal::typ::Table / compiler::internal::typ::Type / ?compiler::internal::typ::Type / !std::string::String	caller source graph for structural handles / Checker TypeTable for retained resolver results / caller for rendered String	copy handles need no cleanup; local transformed Table deinitializes after render; render errdefer releases partial output and caller deinitializes success; Checker TypeTable.deinit releases retained projections	internal/stdmeta/stdmeta.go:189-278; internal/types/type_resolution.go:492-508; compiler/src/internal/stdmeta/stdmeta.kizu:129-286; compiler/src/internal/types/type_resolution.kizu:767-794; compiler/src/internal/types/type_collection.kizu; compiler/src/internal/ast/ast.kizu; internal/stdmeta/stdmeta_test.go; compiler/src/internal/stdmeta/stdmeta_test.kizu
internal/stdmeta/stdmeta.go	Names	static registry / return	map keys / []Form	Go allocates one GC-owned slice in unspecified map order; Kizu appends copy Form values into one explicitly allocated Array without making order part of the contract	Allocator / !std::array::Array<compiler::internal::stdmeta::Form>	caller	Array.deinit on success; errdefer on append failure	internal/stdmeta/stdmeta.go:159-166; compiler/src/internal/stdmeta/stdmeta.kizu:208-218; compiler/src/internal/stdmeta/stdmeta_test.kizu
internal/stdmeta/stdmeta.go	SplitApply / splitArgs	input spelling / static arguments / return	string / []string / bool	Go result substrings retain their input backing through GC; Kizu borrows input only while parsing, Unicode-trims owned temporary copies, and returns an optional ApplyParts whose Array owns every argument String	Allocator / []u8 / !?compiler::internal::stdmeta::ApplyParts	caller for input and returned ApplyParts / callee for normalized name and text temporaries	defer releases normalized text and name; malformed normal returns explicitly deinitialize accumulated argument Strings; errdefer releases them on allocation failure; caller deinitializes returned ApplyParts	internal/stdmeta/stdmeta.go:168-187,280-314; compiler/src/internal/stdmeta/stdmeta.kizu:220-315; compiler/src/internal/stdmeta/stdmeta_test.kizu
internal/stdprim/registry.go	ArgKind / CoreSignature / SimpleCoreSignatures / TypedCoreBuiltins	static argument slices and return spellings / lookup	[]ArgKind / string / map[string]CoreSignature / map[string]string	Kizu separates named string argument identity into a copy enum and static spelling; the closed CoreArgs value replaces static slice headers and exposes copy kinds through a bounds-checked accessor; lookup returns only copy metadata and static text views	compiler::internal::stdprim::ArgKind / compiler::internal::stdprim::CoreSignature / []u8	static program data	no cleanup	internal/stdprim/registry.go:5-78; compiler/src/internal/stdprim/stdprim.kizu:8-184; compiler/src/internal/stdprim/stdprim_test.kizu
internal/stdprim/registry.go	primitives / Primitive	primitive names / membership	map[string]bool / string	one sorted pure indexed registry replaces the immutable global set; membership borrows the caller name and compares it with static text views without allocation	[]u8 / bool	static program data / caller for borrowed name	no cleanup	internal/stdprim/registry.go:80-157; compiler/src/internal/stdprim/stdprim.kizu:186-196,218-283; compiler/src/internal/stdprim/stdprim_test.kizu
internal/stdprim/registry.go	BuiltinNames	static registry / sorted return	map keys / []string	Go allocates a sorted slice whose strings share static map key storage; Kizu copies every static name into an owned String so the returned Array has one explicit caller lifetime	Allocator / !std::array::Array<std::string::String>	caller	Array.deinit recursively releases returned Strings; errdefer releases the Array and any appended Strings on allocation failure; each unappended String has errdefer until append consumes it	internal/stdprim/registry.go:159-167; compiler/src/internal/stdprim/stdprim.kizu:198-212,218-283; compiler/src/internal/stdprim/stdprim_test.kizu
